student_id,study_hours,attendance_percentage,internet_access,extra_activities,math_score,science_score,english_score,overall_score,final_grade
3737,3.1,66.0,yes,yes,43.7,56.3,21.7,44.6,E
3738,6.1,96.3,yes,no,66.6,72.7,76.7,78.1,C
3739,6.3,59.1,yes,no,65.0,65.2,67.5,68.2,D
3740,3.5,64.9,yes,yes,37.8,44.2,61.2,53.5,E
3741,0.5,96.8,yes,yes,42.3,55.4,65.5,47.8,E
3742,1.0,67.2,yes,no,17.0,50.1,29.1,31.9,F
3743,2.6,91.5,yes,no,59.3,55.0,48.0,54.1,E
3744,7.7,64.4,yes,yes,87.9,85.0,72.3,86.4,B
3745,3.5,62.9,yes,yes,43.5,54.2,66.9,55.2,D
3746,6.1,59.4,no,no,62.8,77.2,71.0,76.0,C
3747,7.5,53.1,yes,no,72.9,53.5,76.7,78.6,C
3748,3.1,70.8,yes,yes,44.7,31.1,55.2,48.0,E
3749,4.7,85.7,yes,no,79.9,86.0,59.7,72.3,C
3750,6.9,75.3,yes,no,74.0,100.0,78.4,88.2,B
3751,5.1,70.4,yes,yes,74.0,60.5,59.2,64.5,D
3752,1.3,60.2,yes,no,20.8,17.5,13.8,25.6,F
3753,6.3,84.2,yes,yes,85.7,100.0,75.7,90.9,B
3754,7.3,62.6,yes,yes,78.6,100.0,93.0,91.4,B
3755,6.3,51.6,yes,yes,71.7,84.3,79.1,75.1,C
3756,6.1,98.2,yes,no,81.2,81.4,99.4,93.8,B
3757,6.2,97.1,yes,yes,98.8,82.6,100.0,98.4,A
3758,5.1,60.7,yes,yes,69.9,44.2,70.4,59.0,D
3759,2.4,61.9,yes,no,59.1,32.9,36.1,38.0,F
3760,7.3,79.0,yes,no,91.9,87.4,95.4,92.7,B
3761,1.5,71.4,yes,no,52.6,53.9,58.0,50.3,E
3762,6.7,94.4,yes,no,95.1,100.0,94.6,92.9,B
3763,3.2,71.3,yes,yes,80.3,50.6,72.8,62.9,D
3764,5.6,56.8,yes,yes,76.7,84.8,68.0,76.6,C
3765,6.5,77.3,yes,yes,81.0,100.0,91.4,89.8,B
3766,6.5,55.7,yes,yes,73.4,100.0,94.3,75.6,C
3767,1.7,72.4,yes,yes,33.9,48.4,38.3,46.7,E
3768,5.1,78.9,yes,no,92.7,75.8,66.8,75.8,C
3769,2.1,97.3,yes,no,60.2,53.2,53.5,55.6,D
3770,1.3,64.7,yes,yes,39.2,30.7,35.5,29.1,F
3771,4.4,82.5,yes,yes,52.2,81.5,37.5,59.5,D
3772,7.9,50.0,yes,yes,78.3,81.6,58.7,73.5,C
3773,7.9,93.6,yes,no,98.7,100.0,100.0,100.0,A
3774,4.8,65.9,yes,yes,44.3,45.8,78.8,62.6,D
3775,6.3,62.0,yes,yes,55.3,71.2,74.4,67.2,D
3776,2.4,55.1,yes,yes,49.2,35.6,55.0,46.1,E
3777,2.2,89.3,yes,no,79.7,69.3,54.0,55.8,D
3778,5.8,52.8,no,no,75.8,64.0,65.5,66.8,D
3779,6.4,80.9,yes,no,99.0,74.2,90.2,92.6,B
3780,6.1,65.8,yes,yes,88.6,59.8,64.5,73.5,C
3781,1.3,85.6,yes,no,38.7,37.8,33.2,44.8,E
3782,3.2,98.3,yes,no,78.4,71.7,75.7,72.5,C
3783,0.8,63.7,yes,no,28.8,37.4,29.4,40.3,E
3784,6.4,81.0,no,yes,85.3,80.8,80.2,85.3,B
3785,2.8,68.5,no,yes,43.2,67.1,51.1,50.1,E
3786,3.7,75.5,yes,no,62.2,47.9,39.9,53.3,E
3787,4.8,54.2,yes,no,30.1,43.7,65.4,50.6,E
3788,0.5,60.2,yes,yes,24.9,35.0,28.0,34.8,F
3789,3.2,89.7,yes,yes,73.0,54.0,59.0,58.3,D
3790,6.0,67.2,yes,no,92.8,84.8,87.7,83.0,C
3791,2.6,50.1,yes,no,42.0,31.0,53.9,41.0,E
3792,4.8,66.0,yes,yes,65.4,61.6,72.2,60.2,D
3793,7.8,83.5,no,no,90.6,68.8,97.9,87.5,B
3794,1.4,98.6,no,no,73.2,40.4,40.7,49.8,E
3795,2.5,92.7,yes,no,69.4,62.2,60.4,66.8,D
3796,5.6,87.8,yes,no,88.9,79.3,72.6,84.5,C
3797,5.0,96.5,no,no,73.3,78.3,84.0,78.3,C
3798,7.8,83.0,no,yes,88.1,77.1,80.6,87.2,B
3799,0.8,76.0,yes,no,22.4,35.9,22.4,36.3,F
3800,7.1,77.0,yes,yes,83.5,84.6,64.4,81.1,C
3801,4.2,97.2,yes,yes,77.0,69.2,85.2,72.3,C
3802,2.2,50.1,yes,yes,33.8,31.8,5.6,30.9,F
3803,4.3,75.8,yes,yes,67.9,50.9,77.6,55.3,D
3804,3.6,88.5,no,no,87.0,71.7,83.1,73.2,C
3805,1.8,51.9,yes,yes,54.4,35.9,31.2,39.8,F
3806,2.1,91.2,no,no,49.9,88.1,58.3,61.3,D
3807,2.7,92.2,yes,no,62.2,53.4,54.5,53.6,E
3808,4.6,76.2,yes,no,73.6,56.8,67.8,67.7,D
3809,1.1,91.4,yes,no,53.4,40.8,40.2,43.8,E
3810,1.2,57.1,yes,no,26.5,15.3,26.5,28.4,F
3811,3.0,97.2,no,no,64.3,40.3,76.6,63.3,D
3812,5.8,52.4,yes,no,69.6,77.5,88.9,76.9,C
3813,7.8,51.9,yes,no,94.5,90.9,91.4,80.8,C
3814,0.6,76.2,no,yes,31.8,35.8,40.5,30.9,F
3815,7.8,86.8,yes,no,100.0,88.8,79.1,87.8,B
3816,5.6,85.0,yes,yes,58.1,78.1,61.3,69.4,D
3817,7.3,77.5,yes,yes,91.2,84.7,87.9,89.4,B
3818,4.5,89.2,yes,yes,74.8,49.0,72.8,73.9,C
3819,4.0,80.4,yes,yes,53.7,75.4,64.1,70.6,C
3820,6.4,92.5,yes,yes,92.2,81.3,90.5,84.9,C
3821,4.6,55.8,yes,yes,73.7,67.1,69.0,62.3,D
3822,7.2,99.1,yes,no,80.0,92.0,74.7,87.3,B
3823,7.2,94.0,yes,yes,86.5,86.2,96.1,86.2,B
3824,4.5,94.8,yes,yes,72.5,82.0,81.3,80.5,C
3825,4.8,68.2,yes,yes,72.5,64.6,64.7,59.3,D
3826,3.9,97.3,yes,no,57.9,71.4,86.7,75.0,C
3827,5.7,57.1,yes,yes,54.8,82.0,83.5,74.8,C
3828,5.6,53.9,yes,yes,83.6,98.4,82.1,75.8,C
3829,5.4,69.9,yes,no,70.2,67.1,75.3,65.1,D
3830,1.0,96.7,yes,no,59.6,56.9,49.5,53.3,E
3831,7.7,98.4,yes,no,98.4,100.0,100.0,95.7,A
3832,3.0,74.7,yes,no,57.5,58.8,37.4,47.6,E
3833,2.3,87.6,yes,no,56.4,54.7,51.6,55.9,D
3834,2.1,76.9,yes,yes,36.9,23.1,22.5,40.5,E
3835,1.0,55.7,yes,yes,53.3,24.4,47.5,33.8,F
3836,3.9,82.7,yes,no,74.1,72.1,68.2,69.9,D
3837,0.8,57.3,yes,no,33.1,32.6,31.0,36.8,F
3838,1.7,82.8,yes,no,37.9,31.1,40.7,39.1,F
3839,0.5,62.0,no,no,10.1,24.3,21.8,20.9,F
3840,1.8,63.2,yes,no,55.2,34.0,20.2,40.8,E
3841,8.0,83.7,yes,yes,89.9,100.0,100.0,100.0,A
3842,4.6,73.2,no,no,71.1,63.5,85.0,70.9,C
3843,1.0,91.5,no,yes,41.3,37.4,40.0,37.3,F
3844,4.7,84.0,yes,yes,56.6,71.5,70.7,75.1,C
3845,5.0,64.7,yes,yes,64.0,63.1,65.1,67.1,D
3846,4.6,88.9,yes,no,67.6,70.0,68.3,67.2,D
3847,3.0,53.2,yes,yes,33.2,15.6,46.5,40.2,E
3848,5.4,86.7,no,no,83.4,87.2,90.0,87.3,B
3849,1.6,69.3,yes,yes,52.4,54.2,32.9,46.3,E
3850,2.1,65.1,yes,no,49.6,46.4,37.2,37.8,F
3851,8.0,76.1,yes,no,90.2,91.7,96.1,87.1,B
3852,3.6,95.4,yes,yes,56.0,77.3,74.0,72.1,C
3853,1.6,62.8,yes,no,28.2,39.1,18.0,34.0,F
3854,2.1,100.0,yes,yes,40.4,60.3,44.1,46.9,E
3855,5.9,79.4,yes,yes,69.5,84.3,74.3,81.8,C
3856,1.4,62.6,no,yes,21.9,34.9,36.2,36.5,F
3857,3.2,84.6,no,no,55.8,46.1,56.1,53.6,E
3858,3.0,86.8,yes,yes,60.9,64.5,65.0,67.1,D
3859,2.2,76.6,yes,yes,60.1,59.2,48.6,53.2,E
3860,4.1,56.5,yes,yes,60.9,57.5,63.3,49.7,E
3861,1.3,90.8,yes,yes,34.8,51.8,51.2,56.6,D
3862,3.9,90.5,yes,no,83.2,59.4,64.1,64.2,D
3863,0.7,88.3,yes,yes,41.8,41.2,18.0,36.0,F
3864,7.8,87.8,yes,yes,95.2,100.0,99.4,89.5,B
3865,5.0,69.1,yes,yes,76.5,93.0,67.0,70.7,C
3866,1.1,74.6,yes,yes,39.0,46.1,32.4,40.6,E
3867,1.9,83.1,yes,no,34.1,41.9,33.4,47.3,E
3868,6.0,58.3,no,yes,68.8,60.8,68.4,70.2,C
3869,6.0,80.2,yes,yes,52.1,97.1,94.3,80.6,C
3870,3.2,55.5,no,yes,56.6,43.1,46.8,39.4,F
3871,1.6,92.4,yes,yes,41.9,46.1,47.0,49.1,E
3872,4.5,56.0,yes,yes,69.0,61.3,60.5,66.7,D
3873,2.6,88.6,yes,yes,49.2,78.1,76.9,63.0,D
3874,1.2,61.1,yes,yes,49.1,34.3,28.4,37.0,F
3875,3.1,96.4,no,no,72.1,84.1,73.5,71.8,C
3876,6.1,82.9,yes,yes,100.0,99.3,90.1,91.5,B
3877,3.2,71.6,yes,yes,69.7,55.7,74.1,58.4,D
3878,0.8,52.2,yes,no,2.6,37.1,18.1,19.5,F
3879,1.4,80.4,yes,no,32.0,34.4,58.1,34.4,F
3880,5.0,68.9,yes,yes,69.2,68.9,76.2,73.4,C
3881,4.4,89.9,yes,no,63.1,87.0,59.9,72.7,C
3882,5.6,89.6,yes,yes,90.3,90.5,92.5,82.3,C
3883,4.8,84.4,yes,yes,72.7,68.9,88.1,73.1,C
3884,4.2,63.4,yes,yes,52.1,58.4,52.0,49.8,E
3885,4.1,58.6,yes,yes,46.0,59.2,56.7,48.0,E
3886,7.7,74.9,yes,yes,87.5,92.9,100.0,86.1,B
3887,7.0,72.6,yes,no,82.6,82.1,93.9,87.2,B
3888,3.4,83.6,yes,yes,73.1,65.1,46.3,61.8,D
3889,5.4,76.6,yes,yes,67.3,53.5,54.4,64.0,D
3890,0.7,74.7,yes,yes,18.3,29.9,33.4,33.4,F
3891,0.7,74.0,yes,no,30.6,25.0,25.8,28.1,F
3892,2.9,75.2,yes,no,48.7,58.7,42.3,50.4,E
3893,6.2,93.6,yes,no,91.8,96.4,99.4,86.9,B
3894,7.4,58.5,no,no,81.0,68.1,78.3,81.6,C
3895,5.6,50.9,yes,yes,73.5,75.8,92.5,71.3,C
3896,5.8,61.1,yes,yes,68.1,62.1,59.7,62.5,D
3897,0.7,65.5,yes,yes,38.5,30.0,33.2,26.1,F
3898,7.5,80.6,no,no,92.7,100.0,100.0,92.2,B
3899,1.2,92.1,yes,yes,53.6,47.4,59.4,51.4,E
3900,7.6,85.7,yes,yes,100.0,97.4,100.0,100.0,A
3901,1.6,99.9,no,yes,58.4,59.8,62.7,52.5,E
3902,0.8,50.0,yes,yes,0.0,35.8,46.1,34.8,F
3903,4.7,59.5,yes,no,52.3,48.2,67.7,63.3,D
3904,1.4,54.4,yes,no,39.2,57.2,44.9,39.7,F
3905,0.7,83.2,yes,yes,43.1,38.9,47.0,36.1,F
3906,5.5,71.3,yes,no,81.9,78.5,67.3,68.6,D
3907,6.0,65.6,yes,no,62.5,75.2,71.2,79.3,C
3908,2.7,65.6,yes,yes,41.2,35.2,68.4,48.8,E
3909,4.5,94.6,yes,yes,78.0,74.4,75.2,75.1,C
3910,4.9,53.8,yes,yes,62.8,69.0,57.7,66.4,D
3911,1.7,65.7,yes,yes,43.3,55.3,48.3,43.2,E
3912,3.8,75.0,yes,no,52.6,50.9,38.5,55.1,D
3913,5.3,70.6,yes,yes,67.2,73.7,69.4,63.4,D
3914,7.1,84.4,no,yes,97.4,67.9,78.6,80.9,C
3915,3.6,80.4,yes,no,62.8,62.3,46.1,65.5,D
3916,5.7,90.0,no,no,78.9,85.4,83.5,82.7,C
3917,4.3,92.2,yes,no,71.7,57.9,59.2,68.5,D
3918,5.8,70.0,no,yes,67.7,82.8,69.0,66.8,D
3919,6.4,93.3,no,no,100.0,80.4,79.3,82.4,C
3920,4.5,81.6,yes,no,68.4,64.5,62.5,71.5,C
3921,1.0,93.0,yes,yes,44.3,28.3,43.1,38.2,F
3922,7.1,73.3,yes,no,81.0,75.3,72.3,87.1,B
3923,5.0,51.3,no,no,55.6,66.7,50.7,59.2,D
3924,5.0,82.9,yes,no,67.0,69.2,77.6,76.8,C
3925,4.3,98.3,no,yes,83.0,84.1,79.8,80.2,C
3926,1.8,96.5,yes,yes,48.2,57.3,56.2,61.2,D
3927,4.1,57.6,yes,yes,65.1,74.3,56.0,64.8,D
3928,4.5,74.5,yes,yes,76.5,69.0,56.0,65.0,D
3929,3.4,93.6,no,no,75.1,76.0,74.7,68.6,D
3930,1.6,70.8,yes,yes,42.7,69.6,45.5,44.0,E
3931,6.2,75.9,yes,no,100.0,76.3,90.0,80.4,C
3932,3.9,99.9,yes,yes,65.3,74.7,58.7,72.9,C
3933,5.8,74.1,yes,no,97.3,83.5,87.6,81.4,C
3934,0.9,59.5,no,no,31.3,42.5,37.9,38.1,F
3935,4.3,51.9,yes,yes,54.8,45.8,46.6,49.7,E
3936,1.1,73.1,yes,no,21.9,36.7,30.9,29.6,F
3937,6.0,75.7,no,no,75.8,94.2,74.8,72.6,C
3938,4.9,96.0,yes,no,96.2,83.1,83.8,83.5,C
3939,3.9,89.6,yes,no,63.5,68.6,56.4,68.3,D
3940,7.8,53.1,yes,no,100.0,77.2,79.7,86.5,B
3941,2.9,90.8,yes,yes,63.3,48.7,67.6,64.6,D
3942,3.7,53.5,no,no,38.2,35.6,45.9,45.1,E
3943,6.0,50.7,no,no,86.8,59.1,63.8,71.9,C
3944,4.4,77.3,yes,no,52.4,47.7,68.2,59.4,D
3945,5.4,76.5,yes,yes,55.8,68.6,75.2,74.9,C
3946,7.8,65.8,yes,no,64.1,71.6,85.1,81.3,C
3947,5.7,73.0,yes,no,75.7,61.1,84.0,69.7,D
3948,1.6,96.0,yes,yes,44.0,43.3,56.3,53.1,E
3949,2.1,83.8,yes,yes,56.4,49.5,55.2,59.3,D
3950,7.0,67.1,yes,yes,77.0,100.0,62.8,80.5,C
3951,0.9,96.7,yes,yes,61.2,40.5,36.7,48.6,E
3952,4.3,58.1,yes,no,70.9,59.1,51.2,64.6,D
3953,7.3,58.8,yes,yes,84.1,81.9,62.2,77.9,C
3954,6.3,61.7,yes,no,87.3,69.5,81.6,82.4,C
3955,1.4,61.6,no,yes,36.1,23.3,16.4,39.5,F
3956,6.1,53.5,yes,yes,55.6,53.4,62.9,64.7,D
3957,3.4,65.5,yes,yes,41.0,51.3,52.3,52.8,E
3958,7.3,77.4,yes,no,99.3,96.5,97.7,95.4,A
3959,4.8,61.1,yes,no,58.0,68.6,67.5,62.3,D
3960,4.6,55.3,yes,yes,71.6,67.3,66.3,63.0,D
3961,0.6,82.5,yes,yes,31.0,49.6,39.1,33.1,F
3962,2.4,71.0,yes,yes,48.2,43.2,34.1,42.6,E
3963,3.6,82.7,no,yes,84.2,68.0,61.8,67.7,D
3964,5.9,62.4,yes,yes,91.9,61.9,100.0,71.0,C
3965,4.4,87.8,yes,no,72.5,73.9,83.0,74.0,C
3966,6.9,98.6,yes,no,100.0,92.4,100.0,100.0,A
3967,0.8,63.1,yes,no,24.6,29.4,25.7,41.5,E
3968,2.9,82.0,yes,no,45.0,73.8,67.5,55.6,D
3969,5.0,88.3,yes,yes,77.6,64.0,57.6,76.6,C
3970,5.4,77.2,yes,no,77.9,88.6,52.9,70.3,C
3971,4.3,64.6,yes,no,56.3,73.7,70.3,62.1,D
3972,3.5,60.7,no,no,50.4,58.1,74.6,59.0,D
3973,1.0,82.3,no,yes,26.2,20.5,21.8,34.1,F
3974,5.7,74.0,yes,no,74.5,64.9,54.7,66.6,D
3975,7.3,91.9,no,no,94.8,83.8,88.2,93.7,B
3976,6.6,54.5,yes,no,77.9,90.8,49.5,74.6,C
3977,5.8,51.6,yes,yes,60.5,63.9,59.5,57.6,D
3978,5.3,68.5,yes,yes,72.4,77.2,72.3,67.0,D
3979,6.3,73.7,yes,no,72.6,70.0,65.4,72.8,C
3980,6.3,82.0,yes,no,96.2,92.0,69.3,92.7,B
3981,0.6,55.7,yes,no,32.8,35.3,21.7,29.4,F
3982,3.2,79.4,yes,no,41.6,56.4,73.3,60.1,D
3983,7.0,90.7,no,yes,88.4,97.6,90.4,82.5,C
3984,6.9,95.5,yes,yes,86.5,78.9,84.0,84.6,C
3985,5.8,95.0,no,no,81.8,94.8,80.0,81.2,C
3986,2.8,75.9,yes,no,35.6,36.5,42.0,45.6,E
3987,6.5,95.0,yes,yes,78.5,76.4,90.1,81.8,C
3988,2.2,76.9,yes,yes,43.2,41.7,51.9,44.5,E
3989,2.2,53.7,yes,no,25.3,44.0,34.2,48.0,E
3990,4.5,98.7,yes,no,83.8,76.5,81.3,84.2,C
3991,4.8,50.1,yes,yes,58.3,39.2,55.2,59.9,D
3992,3.1,64.3,yes,yes,54.4,51.5,61.5,50.2,E
3993,5.0,52.3,yes,yes,55.4,50.9,69.1,58.3,D
3994,5.8,77.2,yes,no,84.3,82.7,78.9,87.0,B
3995,1.9,78.4,no,no,40.5,47.3,46.1,41.0,E
3996,2.7,81.9,no,no,33.3,43.5,57.6,51.0,E
3997,5.7,57.0,yes,yes,64.4,70.5,70.2,71.2,C
3998,7.5,50.9,yes,no,86.2,77.5,85.4,85.1,B
3999,7.1,63.3,no,yes,58.3,89.0,85.8,72.3,C
4000,1.5,52.6,yes,yes,26.1,36.0,22.6,27.7,F
4001,4.8,51.8,no,no,44.8,51.9,64.4,52.3,E
4002,6.5,63.2,yes,yes,60.4,69.6,80.0,69.1,D
4003,2.3,99.9,yes,yes,68.7,46.2,65.7,63.4,D
4004,5.3,90.2,yes,no,67.9,74.5,72.9,81.1,C
4005,3.7,68.1,yes,no,54.7,75.3,65.3,60.3,D
4006,5.5,68.8,yes,no,49.4,60.5,69.3,66.5,D
4007,0.7,96.5,yes,yes,48.9,52.6,37.4,54.1,E
4008,2.8,83.1,no,yes,44.3,47.6,70.5,64.6,D
4009,2.8,91.8,yes,no,58.5,62.5,51.0,57.7,D
4010,3.6,93.2,yes,yes,69.5,57.9,64.2,59.3,D
4011,1.4,58.5,yes,yes,26.5,18.4,43.1,29.5,F
4012,3.8,50.8,yes,yes,52.5,37.7,33.0,51.4,E
4013,4.6,63.4,yes,yes,58.2,87.1,56.0,66.8,D
4014,0.7,79.7,no,no,22.4,23.9,16.8,29.0,F
4015,2.8,95.4,no,yes,72.1,60.6,57.6,67.6,D
4016,1.8,65.4,yes,no,26.0,42.3,36.3,35.1,F
4017,7.8,92.5,yes,no,90.3,79.2,95.6,100.0,A
4018,1.5,83.1,yes,no,25.3,61.5,30.9,46.5,E
4019,5.2,82.7,yes,yes,64.2,70.1,58.8,75.3,C
4020,3.5,85.8,no,no,49.9,53.1,31.6,56.3,D
4021,2.7,75.6,yes,yes,37.1,44.9,59.7,53.8,E
4022,6.9,83.7,yes,no,86.6,88.2,81.1,88.4,B
4023,5.5,89.7,yes,no,83.8,74.2,68.6,81.7,C
4024,5.2,79.5,yes,no,73.4,79.9,74.2,82.0,C
4025,1.2,52.0,yes,no,23.7,13.5,23.9,24.4,F
4026,2.4,75.5,yes,no,49.1,55.6,48.7,54.9,E
4027,2.6,79.8,yes,no,68.6,49.9,63.0,54.6,E
4028,3.8,93.8,yes,yes,60.2,78.5,80.6,77.6,C
4029,7.4,50.3,yes,no,82.7,71.1,71.7,75.1,C
4030,3.5,52.4,yes,yes,59.3,72.2,44.7,56.6,D
4031,3.0,68.4,yes,yes,34.3,43.2,55.9,45.5,E
4032,1.0,90.1,yes,no,46.1,53.7,54.0,47.5,E
4033,3.4,74.2,yes,no,61.8,58.9,39.5,60.3,D
4034,0.9,65.3,yes,yes,43.2,40.2,40.9,32.6,F
4035,3.2,84.7,yes,yes,59.5,51.2,62.7,57.6,D
4036,7.8,75.2,yes,yes,82.4,95.9,100.0,100.0,A
4037,4.7,78.7,yes,no,73.9,73.4,80.5,73.7,C
4038,2.1,71.4,yes,no,57.3,29.1,53.0,50.6,E
4039,2.7,86.3,yes,no,81.0,64.5,76.3,61.6,D
4040,4.8,50.8,yes,no,45.9,46.5,52.1,54.6,E
4041,0.6,50.1,yes,yes,34.7,13.9,0.0,18.2,F
4042,7.2,84.1,yes,yes,85.5,92.7,89.2,84.6,C
4043,4.8,51.3,yes,no,42.9,60.5,70.6,61.1,D
4044,4.2,66.9,no,yes,74.8,53.8,59.2,59.4,D
4045,5.9,68.3,no,no,62.7,73.0,64.8,71.1,C
4046,2.0,80.7,yes,no,49.4,35.0,51.5,41.5,E
4047,0.7,88.6,yes,no,25.3,35.2,38.2,35.9,F
4048,5.1,91.1,no,yes,84.3,63.5,53.2,73.4,C
4049,1.7,64.0,yes,yes,44.3,51.1,38.3,42.0,E
4050,0.6,58.1,yes,yes,24.1,18.4,18.0,30.7,F
4051,7.5,99.0,yes,yes,91.0,100.0,100.0,100.0,A
4052,6.4,52.2,yes,yes,69.8,57.1,67.5,77.0,C
4053,1.4,90.7,no,no,44.1,50.9,67.9,52.0,E
4054,7.2,51.0,yes,no,52.7,72.8,49.3,69.2,D
4055,1.0,74.3,no,no,28.1,30.5,62.4,40.5,E
4056,6.5,82.1,yes,yes,100.0,97.0,100.0,92.8,B
4057,3.6,73.9,yes,no,63.6,67.9,61.0,68.2,D
4058,4.4,78.2,no,no,59.1,52.7,49.9,57.0,D
4059,5.5,51.3,yes,no,56.4,63.9,69.4,62.7,D
4060,1.2,57.7,yes,no,38.9,40.7,40.5,27.9,F
4061,7.3,77.7,yes,yes,91.4,85.8,74.3,83.5,C
4062,1.6,91.4,yes,yes,47.1,41.1,47.7,52.9,E
4063,7.6,77.4,yes,yes,80.8,80.2,100.0,89.6,B
4064,1.2,75.0,yes,yes,33.8,36.8,52.3,45.8,E
4065,1.8,99.4,no,yes,49.2,53.0,56.0,57.7,D
4066,0.9,69.5,yes,yes,37.0,35.7,29.4,31.8,F
4067,3.5,69.3,yes,yes,44.5,55.0,66.5,48.9,E
4068,4.9,53.7,yes,yes,43.9,57.1,49.8,52.6,E
4069,5.2,89.2,yes,no,66.7,42.0,65.5,74.0,C
4070,6.7,53.4,yes,yes,85.3,76.6,75.7,73.1,C
4071,4.5,56.8,yes,no,45.3,46.4,57.3,50.6,E
4072,4.3,52.8,yes,yes,60.1,61.1,45.1,55.2,D
4073,2.9,59.6,yes,no,56.0,64.2,55.0,53.2,E
4074,5.4,71.9,yes,no,68.4,52.0,67.0,67.5,D
4075,7.3,52.1,no,yes,65.1,68.6,75.1,70.8,C
4076,3.2,70.6,yes,yes,74.7,69.6,74.0,62.1,D
4077,3.2,74.1,yes,no,56.0,54.9,54.3,51.5,E
4078,3.1,55.5,yes,no,41.7,54.5,52.1,43.7,E
4079,2.2,52.8,yes,yes,23.1,42.0,23.4,30.7,F
4080,4.8,65.7,yes,no,58.6,63.9,68.0,66.9,D
4081,1.3,82.5,no,no,59.3,39.6,37.3,47.6,E
4082,6.8,80.4,no,no,89.3,73.4,70.3,81.7,C
4083,1.5,56.3,yes,yes,50.2,40.8,39.7,31.9,F
4084,1.8,54.6,yes,yes,47.8,51.9,44.5,45.4,E
4085,1.0,59.3,yes,yes,38.4,35.8,38.8,33.1,F
4086,3.4,93.7,yes,yes,47.8,70.4,68.3,70.7,C
4087,6.2,96.6,yes,yes,91.0,90.2,76.2,85.4,B
4088,7.3,76.1,yes,no,94.5,86.4,100.0,85.3,B
4089,3.8,95.1,yes,no,75.6,57.2,52.0,61.4,D
4090,2.3,56.6,yes,no,10.7,47.5,32.1,35.5,F
4091,5.9,82.9,yes,yes,62.9,68.0,100.0,79.9,C
4092,5.7,82.4,yes,yes,79.5,82.4,71.9,74.0,C
4093,5.6,72.5,no,no,71.8,58.5,66.9,69.9,D
4094,3.8,86.9,yes,no,51.5,69.5,63.5,66.5,D
4095,4.7,73.7,yes,yes,76.3,83.3,53.6,72.0,C
4096,1.0,92.8,yes,no,52.1,62.9,46.8,55.1,D
4097,2.4,56.8,yes,no,24.5,34.4,41.0,33.4,F
4098,7.5,50.9,yes,yes,68.0,60.3,71.4,78.1,C
4099,0.8,68.9,no,yes,22.9,20.8,9.8,31.2,F
4100,2.8,56.4,yes,no,31.9,44.2,26.2,40.2,E
4101,2.2,59.0,no,yes,16.8,30.5,38.6,33.5,F
4102,1.5,52.4,yes,yes,44.7,21.7,25.8,27.5,F
4103,7.4,71.5,yes,yes,98.9,56.2,100.0,83.8,C
4104,1.4,86.9,yes,no,57.2,42.7,32.1,46.3,E
4105,4.2,77.8,yes,no,53.7,55.6,55.4,55.4,D
4106,6.8,67.8,yes,no,72.7,75.5,75.9,81.5,C
4107,0.5,50.6,yes,yes,15.3,32.8,30.7,33.2,F
4108,1.3,75.5,yes,no,53.2,42.0,31.0,46.4,E
4109,3.1,66.4,yes,no,50.4,60.6,45.4,54.3,E
4110,1.6,61.9,yes,no,54.8,35.7,48.9,37.6,F
4111,1.9,72.6,yes,yes,43.3,40.0,40.2,42.8,E
4112,4.9,58.5,yes,no,58.2,56.5,69.5,58.2,D
4113,1.8,66.1,yes,yes,33.2,37.1,39.1,42.9,E
4114,5.3,96.3,yes,no,98.3,90.1,85.1,80.4,C
4115,7.4,80.5,yes,no,75.3,90.5,92.1,97.2,A
4116,2.2,99.5,yes,no,53.5,60.3,51.5,53.7,E
4117,2.1,81.4,yes,yes,36.3,35.6,34.3,44.3,E
4118,0.6,54.8,yes,yes,40.6,47.9,33.0,31.9,F
4119,0.6,83.3,yes,yes,38.9,62.9,56.7,39.1,F
4120,3.5,93.3,no,no,62.2,74.7,72.3,70.7,C
4121,4.2,95.6,yes,yes,80.4,83.5,94.2,78.2,C
4122,1.9,77.7,yes,no,60.1,46.9,54.2,47.8,E
4123,2.9,56.0,yes,yes,48.7,46.1,46.7,45.5,E
4124,1.6,82.2,yes,no,61.3,46.9,44.3,55.1,D
4125,5.6,57.1,no,yes,84.7,64.3,69.7,74.5,C
4126,3.4,52.8,yes,no,48.2,56.5,60.8,52.1,E
4127,6.0,60.6,no,no,90.1,64.9,60.4,73.6,C
4128,4.6,54.9,yes,yes,51.2,57.4,48.4,51.7,E
4129,3.3,72.3,yes,no,44.6,53.8,52.2,45.5,E
4130,5.2,97.2,yes,yes,100.0,98.0,87.7,85.8,B
4131,0.6,83.0,yes,no,29.0,22.6,60.5,31.5,F
4132,5.7,84.7,yes,yes,87.3,69.4,86.5,80.6,C
4133,3.3,90.2,yes,yes,47.1,70.9,64.8,64.6,D
4134,4.4,62.0,yes,no,49.5,70.3,58.2,63.6,D
4135,4.4,78.6,yes,yes,77.0,73.2,61.5,67.0,D
4136,4.7,85.6,no,no,71.2,85.0,73.1,77.7,C
4137,5.8,65.2,yes,yes,77.4,61.0,74.1,70.3,C
4138,1.3,69.4,yes,yes,43.9,29.5,57.7,29.9,F
4139,4.2,85.1,yes,no,63.9,72.3,73.0,75.0,C
4140,1.1,90.4,yes,no,61.5,44.5,37.6,37.1,F
4141,2.3,68.1,yes,yes,37.2,51.9,44.1,46.7,E
4142,1.9,81.3,yes,no,42.3,43.6,35.0,38.5,F
